habitableSurface,bedroomCount,postCode,hasGarden,gardenSurface,hasTerrace,hasParking,buildingCondition,epcScore,type_APARTMENT,type_HOUSE,subtype_APARTMENT,subtype_DUPLEX,subtype_HOUSE,subtype_VILLA,province_Brussels,province_East-Flanders,province_Hainaut,province_Limburg,province_Liège,province_Namur,province_Vlaams-Brabant,province_West-Flanders,region_Brussels,region_Flanders,region_Wallonia
0.03325375556366568,0.05368281270950201,0.9071246015950385,1.0350983390135313,-0.4352921050349194,0.18898223650461335,1.3784048752090223,-0.33968311024337866,-1.1013137545961722,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,1.957890020745122,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
1.2061227017956524,0.05368281270950201,0.6187821552864374,1.0350983390135313,-0.4352921050349194,0.18898223650461335,1.3784048752090223,2.943920288775949,-0.559990044709918,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,1.957890020745122,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-1.074455804766544,-1.503118755866053,-1.644962440288202,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,1.6053047948350987,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,2.4999999999999996,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,2.4999999999999996,-0.7817359599705715,-0.9660917830792961
-0.9050414014219237,-0.7247179715782756,0.3158450844724763,1.0350983390135313,-0.2866932698846821,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,0.5226573750625902,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,1.957890020745122,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.48802133165055067,-0.7247179715782756,0.043280610602102365,1.0350983390135313,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,-1.6426374644824262,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,2.4999999999999996,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.16222440214166545,0.05368281270950201,1.4987985680285565,1.0350983390135313,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,-1.1013137545961722,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,3.674234614174767,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,1.2792042981336627,-0.9660917830792961
0.33298693071184005,0.8320835969972795,-0.5917827800365402,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,1.3784048752090223,-0.33968311024337866,-0.018666334823663852,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,2.943920288775949,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,1.2792042981336627,-0.9660917830792961
-0.9962645416844116,-0.7247179715782756,-0.078998675794158,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,-1.1013137545961722,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,2.4999999999999996,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.6183401034541047,-0.7247179715782756,0.40617397668132665,1.0350983390135313,1.5460256969682453,0.18898223650461335,1.3784048752090223,-0.33968311024337866,1.6053047948350987,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,1.957890020745122,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.22738378804344248,-0.7247179715782756,1.6960232235063957,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,1.3784048752090223,-0.33968311024337866,-0.559990044709918,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,3.674234614174767,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,1.2792042981336627,-0.9660917830792961
-0.0970650162398884,0.8320835969972795,-1.5936840298639638,1.0350983390135313,-0.18762737978452382,0.18898223650461335,-0.7254762501100118,2.943920288775949,1.6053047948350987,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,2.4999999999999996,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,2.4999999999999996,-0.7817359599705715,-0.9660917830792961
-1.2047745765700981,-1.503118755866053,1.2502955021264788,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,-0.018666334823663852,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,2.5,-0.39999999999999997,1.2792042981336627,-0.9660917830792961
3.160904278848964,2.3888851655728347,0.4258964422291106,1.0350983390135313,3.52734349897141,0.18898223650461335,1.3784048752090223,-0.33968311024337866,-0.018666334823663852,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,1.957890020745122,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.22738378804344248,1.610484381285057,-1.6015730160830774,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,1.0639810849488445,1.1902380714238083,-1.1902380714238083,-0.7254762501100117,3.674234614174767,-1.1094003924504583,-0.18898223650461357,2.4999999999999996,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,2.4999999999999996,-0.7817359599705715,-0.9660917830792961
-0.8398820155201466,-0.7247179715782756,-0.23677840017642943,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,1.3784048752090223,-0.33968311024337866,0.5226573750625902,1.1902380714238083,-1.1902380714238083,1.378404875209022,-0.2721655269759087,-1.1094003924504583,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,2.5,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.47498945447019525,0.05368281270950201,-0.0040533067125790665,1.0350983390135313,-0.12323455121942098,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,1.6053047948350987,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,0.9013878188659974,-0.18898223650461357,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,2.4999999999999996,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
-0.6183401034541047,-0.7247179715782756,-1.625239974740418,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,-0.7254762501100118,-0.33968311024337866,0.5226573750625902,1.1902380714238083,-1.1902380714238083,-0.7254762501100117,3.674234614174767,-1.1094003924504583,-0.18898223650461357,2.4999999999999996,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,-0.4,-0.39999999999999997,-0.27216552697590873,-0.4,2.4999999999999996,-0.7817359599705715,-0.9660917830792961
0.5284650884171712,0.05368281270950201,-0.12751594104170647,-0.9660917830792961,-0.4352921050349194,0.18898223650461335,1.3784048752090223,-0.33968311024337866,-1.1013137545961722,-0.8401680504168059,0.8401680504168061,-0.7254762501100117,-0.2721655269759087,-1.1094003924504583,5.2915026221291805,-0.39999999999999997,-0.2721655269759087,-0.5107539184552492,-0.3396831102433787,2.5,-0.39999999999999997,-0.27216552697590873,-0.4,-0.39999999999999997,-0.7817359599705715,1.0350983390135313
